sHomeName,sAwayName,iHomeGoals,iAwayGoals,sRegularPP,sCalendar,sMatchInfo,sStadium,sSpectators,dDate,iSpectators,sHome,sAway
HC ‘05 iClinic Banská Bystrica,MHk 32 Liptovský Mikuláš,4,5,sn," Piatok 14.09.2018, 17:30"," 1. kolo, Číslo zápasu 1", ZŠ Banská Bystrica, 2356 divákov,9/14/2018 17:30,2356,BB,LM
HK DUKLA Trenčín,HK Poprad,4,2,," Piatok 14.09.2018, 18:00"," 1. kolo, Číslo zápasu 2"," ZŠ Pavla Demitru, Trenčín", 4186 divákov,9/14/2018 18:00,4186,TN,PP
MAC Újbuda ,MHC MIKRON Nové Zámky ,1,7,," Piatok 14.09.2018, 19:00"," 1. kolo, Číslo zápasu 3"," Ice rink MAC Budapest, HUN", 920 divákov,9/14/2018 19:00,920,BU,NZ
HK Nitra,DVTK Jegesmedvék Miskolc,6,1,," Piatok 14.09.2018, 18:00"," 1. kolo, Číslo zápasu 4", Nitra Aréna, 2758 divákov,9/14/2018 18:00,2758,NR,MI
MsHK DOXXbet Žilina,HC 07 Detva ,4,5,," Piatok 14.09.2018, 17:30"," 1. kolo, Číslo zápasu 5", ZŠ Žilina, 475 divákov,9/14/2018 17:30,475,ZI,DT
HC Košice,HKM Zvolen,5,2,," Piatok 14.09.2018, 17:30"," 1. kolo, Číslo zápasu 6", STEEL Arena Košice, 3960 divákov,9/14/2018 17:30,3960,KE,ZV
HKM Zvolen,MHk 32 Liptovský Mikuláš,6,3,," Utorok 09.10.2018, 18:00"," 2. kolo, Číslo zápasu 7", ZŠ Zvolen, 1260 divákov,10/9/2018 18:00,1260,ZV,LM
HC 07 Detva ,HC Košice,1,4,," Nedeľa 16.09.2018, 17:30"," 2. kolo, Číslo zápasu 8", ZŠ Detva, 555 divákov,9/16/2018 17:30,555,DT,KE
DVTK Jegesmedvék Miskolc,MsHK DOXXbet Žilina,6,2,," Nedeľa 16.09.2018, 17:30"," 2. kolo, Číslo zápasu 9"," Ice rink Miskolc, HUN", 1310 divákov,9/16/2018 17:30,1310,MI,ZI
MHC MIKRON Nové Zámky ,HK Nitra,4,0,," Nedeľa 16.09.2018, 16:00"," 2. kolo, Číslo zápasu 10", ZŠ Nové Zámky, 1569 divákov,9/16/2018 16:00,1569,NZ,NR
HK Poprad,MAC Újbuda ,3,1,," Nedeľa 16.09.2018, 17:00"," 2. kolo, Číslo zápasu 11", ZŠ Poprad, 1628 divákov,9/16/2018 17:00,1628,PP,BU
HC ‘05 iClinic Banská Bystrica,HK DUKLA Trenčín,2,1,," Nedeľa 16.09.2018, 16:00"," 2. kolo, Číslo zápasu 12", ZŠ Banská Bystrica, 2401 divákov,9/16/2018 16:00,2401,BB,TN
HK DUKLA Trenčín,MHk 32 Liptovský Mikuláš,3,2,pp," Utorok 18.09.2018, 18:00"," 3. kolo, Číslo zápasu 13"," ZŠ Pavla Demitru, Trenčín", 3072 divákov,9/18/2018 18:00,3072,TN,LM
MAC Újbuda ,HC ‘05 iClinic Banská Bystrica,4,0,," Utorok 18.09.2018, 19:00"," 3. kolo, Číslo zápasu 14"," Ice rink MAC Budapest, HUN", 470 divákov,9/18/2018 19:00,470,BU,BB
HK Nitra,HK Poprad,4,1,," Utorok 18.09.2018, 18:00"," 3. kolo, Číslo zápasu 15", Nitra Aréna, 1927 divákov,9/18/2018 18:00,1927,NR,PP
MsHK DOXXbet Žilina,MHC MIKRON Nové Zámky ,2,3,," Utorok 18.09.2018, 17:30"," 3. kolo, Číslo zápasu 16", ZŠ Žilina, 415 divákov,9/18/2018 17:30,415,ZI,NZ
HC Košice,DVTK Jegesmedvék Miskolc,6,3,," Utorok 18.09.2018, 17:30"," 3. kolo, Číslo zápasu 17", STEEL Arena Košice, 4238 divákov,9/18/2018 17:30,4238,KE,MI
HKM Zvolen,HC 07 Detva ,6,1,," Utorok 18.09.2018, 18:00"," 3. kolo, Číslo zápasu 18", ZŠ Zvolen, 2618 divákov,9/18/2018 18:00,2618,ZV,DT
HC 07 Detva ,MHk 32 Liptovský Mikuláš,1,2,," Piatok 21.09.2018, 18:00"," 4. kolo, Číslo zápasu 19", ZŠ Detva, 380 divákov,9/21/2018 18:00,380,DT,LM
DVTK Jegesmedvék Miskolc,HKM Zvolen,0,5,," Piatok 21.09.2018, 18:30"," 4. kolo, Číslo zápasu 20"," Ice rink Miskolc, HUN", 1210 divákov,9/21/2018 18:30,1210,MI,ZV
MHC MIKRON Nové Zámky ,HC Košice,2,3,," Piatok 21.09.2018, 18:30"," 4. kolo, Číslo zápasu 21", ZŠ Nové Zámky, 1834 divákov,9/21/2018 18:30,1834,NZ,KE
HK Poprad,MsHK DOXXbet Žilina,6,3,," Piatok 21.09.2018, 17:00"," 4. kolo, Číslo zápasu 22", ZŠ Poprad, 1005 divákov,9/21/2018 17:00,1005,PP,ZI
HC ‘05 iClinic Banská Bystrica,HK Nitra,6,5,," Piatok 21.09.2018, 18:00"," 4. kolo, Číslo zápasu 23", ZŠ Banská Bystrica, 2512 divákov,9/21/2018 18:00,2512,BB,NR
HK DUKLA Trenčín,MAC Újbuda ,4,3,pp," Piatok 21.09.2018, 18:00"," 4. kolo, Číslo zápasu 24"," ZŠ Pavla Demitru, Trenčín", 3360 divákov,9/21/2018 18:00,3360,TN,BU
MAC Újbuda ,MHk 32 Liptovský Mikuláš,2,3,sn," Nedeľa 23.09.2018, 17:30"," 5. kolo, Číslo zápasu 25"," Ice rink MAC Budapest, HUN", 450 divákov,9/23/2018 17:30,450,BU,LM
HK Nitra,HK DUKLA Trenčín,3,1,," Nedeľa 23.09.2018, 17:00"," 5. kolo, Číslo zápasu 26", Nitra Aréna, 3034 divákov,9/23/2018 17:00,3034,NR,TN
MsHK DOXXbet Žilina,HC ‘05 iClinic Banská Bystrica,3,2,pp," Nedeľa 23.09.2018, 17:00"," 5. kolo, Číslo zápasu 27", ZŠ Žilina, 423 divákov,9/23/2018 17:00,423,ZI,BB
HC Košice,HK Poprad,0,1,," Nedeľa 23.09.2018, 17:30"," 5. kolo, Číslo zápasu 28", STEEL Arena Košice, 4259 divákov,9/23/2018 17:30,4259,KE,PP
HKM Zvolen,MHC MIKRON Nové Zámky ,2,3,pp," Nedeľa 23.09.2018, 17:00"," 5. kolo, Číslo zápasu 29", ZŠ Zvolen, 1553 divákov,9/23/2018 17:00,1553,ZV,NZ
HC 07 Detva ,DVTK Jegesmedvék Miskolc,5,2,," Nedeľa 23.09.2018, 17:30"," 5. kolo, Číslo zápasu 30", ZŠ Detva, 560 divákov,9/23/2018 17:30,560,DT,MI
MHk 32 Liptovský Mikuláš,DVTK Jegesmedvék Miskolc,1,3,," Štvrtok 27.09.2018, 17:00"," 6. kolo, Číslo zápasu 31", ZŠ Spišská Nová Ves, 304 divákov,9/27/2018 17:00,304,LM,MI
MHC MIKRON Nové Zámky ,HC 07 Detva ,2,0,," Piatok 28.09.2018, 18:30"," 6. kolo, Číslo zápasu 32", ZŠ Nové Zámky, 1325 divákov,9/28/2018 18:30,1325,NZ,DT
HK Poprad,HKM Zvolen,3,2,sn," Piatok 28.09.2018, 17:00"," 6. kolo, Číslo zápasu 33", ZŠ Poprad, 1589 divákov,9/28/2018 17:00,1589,PP,ZV
HC ‘05 iClinic Banská Bystrica,HC Košice,3,1,," Piatok 28.09.2018, 17:30"," 6. kolo, Číslo zápasu 34", ZŠ Banská Bystrica, 2509 divákov,9/28/2018 17:30,2509,BB,KE
HK DUKLA Trenčín,MsHK DOXXbet Žilina,3,0,," Piatok 28.09.2018, 18:00"," 6. kolo, Číslo zápasu 35"," ZŠ Pavla Demitru, Trenčín", 2983 divákov,9/28/2018 18:00,2983,TN,ZI
MAC Újbuda ,HK Nitra,1,2,sn," Piatok 28.09.2018, 19:00"," 6. kolo, Číslo zápasu 36"," Ice rink MAC Budapest, HUN", 685 divákov,9/28/2018 19:00,685,BU,NR
HK Nitra,MHk 32 Liptovský Mikuláš,0,4,," Nedeľa 30.09.2018, 17:00"," 7. kolo, Číslo zápasu 37", Nitra Aréna, 2185 divákov,9/30/2018 17:00,2185,NR,LM
MsHK DOXXbet Žilina,MAC Újbuda ,6,3,," Nedeľa 30.09.2018, 17:00"," 7. kolo, Číslo zápasu 38", ZŠ Žilina, 787 divákov,9/30/2018 17:00,787,ZI,BU
HC Košice,HK DUKLA Trenčín,5,1,," Nedeľa 30.09.2018, 17:00"," 7. kolo, Číslo zápasu 39", STEEL Arena Košice, 4196 divákov,9/30/2018 17:00,4196,KE,TN
HKM Zvolen,HC ‘05 iClinic Banská Bystrica,4,1,," Nedeľa 30.09.2018, 17:00"," 7. kolo, Číslo zápasu 40", ZŠ Zvolen, 2698 divákov,9/30/2018 17:00,2698,ZV,BB
HC 07 Detva ,HK Poprad,0,3,," Nedeľa 30.09.2018, 17:30"," 7. kolo, Číslo zápasu 41", ZŠ Detva, 498 divákov,9/30/2018 17:30,498,DT,PP
DVTK Jegesmedvék Miskolc,MHC MIKRON Nové Zámky ,4,2,," Nedeľa 30.09.2018, 17:30"," 7. kolo, Číslo zápasu 42"," Ice rink Miskolc, HUN", 1260 divákov,9/30/2018 17:30,1260,MI,NZ
MHk 32 Liptovský Mikuláš,MHC MIKRON Nové Zámky ,0,1,," Utorok 02.10.2018, 17:00"," 8. kolo, Číslo zápasu 43", ZŠ Spišská Nová Ves, 310 divákov,10/2/2018 17:00,310,LM,NZ
HK Poprad,DVTK Jegesmedvék Miskolc,3,2,pp," Utorok 02.10.2018, 17:00"," 8. kolo, Číslo zápasu 44", ZŠ Poprad, 1063 divákov,10/2/2018 17:00,1063,PP,MI
HC ‘05 iClinic Banská Bystrica,HC 07 Detva ,2,3,pp," Utorok 02.10.2018, 17:30"," 8. kolo, Číslo zápasu 45", ZŠ Banská Bystrica, 2201 divákov,10/2/2018 17:30,2201,BB,DT
HK DUKLA Trenčín,HKM Zvolen,2,4,," Utorok 02.10.2018, 18:00"," 8. kolo, Číslo zápasu 46"," ZŠ Pavla Demitru, Trenčín", 2722 divákov,10/2/2018 18:00,2722,TN,ZV
MAC Újbuda ,HC Košice,1,2,," Utorok 02.10.2018, 19:00"," 8. kolo, Číslo zápasu 47"," Ice rink MAC Budapest, HUN", 624 divákov,10/2/2018 19:00,624,BU,KE
HK Nitra,MsHK DOXXbet Žilina,4,1,," Utorok 02.10.2018, 18:00"," 8. kolo, Číslo zápasu 48", Nitra Aréna, 1515 divákov,10/2/2018 18:00,1515,NR,ZI
MsHK DOXXbet Žilina,MHk 32 Liptovský Mikuláš,4,3,," Piatok 05.10.2018, 17:30"," 9. kolo, Číslo zápasu 49", ZŠ Žilina, 502 divákov,10/5/2018 17:30,502,ZI,LM
HC Košice,HK Nitra,3,1,," Piatok 05.10.2018, 17:30"," 9. kolo, Číslo zápasu 50", STEEL Arena Košice, 3952 divákov,10/5/2018 17:30,3952,KE,NR
HKM Zvolen,MAC Újbuda ,5,3,," Piatok 05.10.2018, 18:00"," 9. kolo, Číslo zápasu 51", ZŠ Zvolen, 1767 divákov,10/5/2018 18:00,1767,ZV,BU
HC 07 Detva ,HK DUKLA Trenčín,2,4,," Piatok 05.10.2018, 18:00"," 9. kolo, Číslo zápasu 52", ZŠ Detva, 501 divákov,10/5/2018 18:00,501,DT,TN
DVTK Jegesmedvék Miskolc,HC ‘05 iClinic Banská Bystrica,2,5,," Piatok 05.10.2018, 18:00"," 9. kolo, Číslo zápasu 53"," Ice rink Miskolc, HUN", 1195 divákov,10/5/2018 18:00,1195,MI,BB
MHC MIKRON Nové Zámky ,HK Poprad,2,1,," Piatok 05.10.2018, 18:30"," 9. kolo, Číslo zápasu 54", ZŠ Nové Zámky, 1563 divákov,10/5/2018 18:30,1563,NZ,PP
HK Poprad,MHk 32 Liptovský Mikuláš,2,0,," Nedeľa 07.10.2018, 17:00"," 10. kolo, Číslo zápasu 55", ZŠ Poprad, 1109 divákov,10/7/2018 17:00,1109,PP,LM
HC ‘05 iClinic Banská Bystrica,MHC MIKRON Nové Zámky ,2,1,sn," Nedeľa 07.10.2018, 17:00"," 10. kolo, Číslo zápasu 56", ZŠ Banská Bystrica, 2381 divákov,10/7/2018 17:00,2381,BB,NZ
HK DUKLA Trenčín,DVTK Jegesmedvék Miskolc,4,0,," Nedeľa 07.10.2018, 17:00"," 10. kolo, Číslo zápasu 57"," ZŠ Pavla Demitru, Trenčín", 3142 divákov,10/7/2018 17:00,3142,TN,MI
MAC Újbuda ,HC 07 Detva ,2,4,," Nedeľa 07.10.2018, 18:00"," 10. kolo, Číslo zápasu 58"," Ice rink MAC Budapest, HUN", 550 divákov,10/7/2018 18:00,550,BU,DT
HK Nitra,HKM Zvolen,2,3,pp," Nedeľa 07.10.2018, 16:00"," 10. kolo, Číslo zápasu 59", Nitra Aréna, 2247 divákov,10/7/2018 16:00,2247,NR,ZV
MsHK DOXXbet Žilina,HC Košice,4,3,sn," Nedeľa 07.10.2018, 17:00"," 10. kolo, Číslo zápasu 60", ZŠ Žilina, 568 divákov,10/7/2018 17:00,568,ZI,KE
HC Košice,MHk 32 Liptovský Mikuláš,3,2,," Piatok 12.10.2018, 17:30"," 11. kolo, Číslo zápasu 61", STEEL Arena Košice, 3373 divákov,10/12/2018 17:30,3373,KE,LM
HKM Zvolen,MsHK DOXXbet Žilina,9,2,," Piatok 12.10.2018, 18:00"," 11. kolo, Číslo zápasu 62", ZŠ Zvolen, 1318 divákov,10/12/2018 18:00,1318,ZV,ZI
HC 07 Detva ,HK Nitra,5,6,sn," Piatok 12.10.2018, 18:00"," 11. kolo, Číslo zápasu 63", ZŠ Detva, 479 divákov,10/12/2018 18:00,479,DT,NR
DVTK Jegesmedvék Miskolc,MAC Újbuda ,2,3,pp," Piatok 12.10.2018, 18:00"," 11. kolo, Číslo zápasu 64"," Ice rink Miskolc, HUN", 1320 divákov,10/12/2018 18:00,1320,MI,BU
MHC MIKRON Nové Zámky ,HK DUKLA Trenčín,4,2,," Piatok 12.10.2018, 18:30"," 11. kolo, Číslo zápasu 65", ZŠ Nové Zámky, 1732 divákov,10/12/2018 18:30,1732,NZ,TN
HK Poprad,HC ‘05 iClinic Banská Bystrica,5,2,," Piatok 12.10.2018, 17:00"," 11. kolo, Číslo zápasu 66", ZŠ Poprad, 1511 divákov,10/12/2018 17:00,1511,PP,BB
HC ‘05 iClinic Banská Bystrica,MHk 32 Liptovský Mikuláš,7,2,," Nedeľa 14.10.2018, 17:00"," 12. kolo, Číslo zápasu 67", ZŠ Banská Bystrica, 2301 divákov,10/14/2018 17:00,2301,BB,LM
HK Poprad,HK DUKLA Trenčín,0,3,," Nedeľa 14.10.2018, 17:00"," 12. kolo, Číslo zápasu 68", ZŠ Poprad, 1603 divákov,10/14/2018 17:00,1603,PP,TN
MHC MIKRON Nové Zámky ,MAC Újbuda ,3,2,," Nedeľa 14.10.2018, 16:00"," 12. kolo, Číslo zápasu 69", ZŠ Nové Zámky, 1047 divákov,10/14/2018 16:00,1047,NZ,BU
DVTK Jegesmedvék Miskolc,HK Nitra,1,3,," Nedeľa 14.10.2018, 18:00"," 12. kolo, Číslo zápasu 70"," Ice rink Miskolc, HUN", 985 divákov,10/14/2018 18:00,985,MI,NR
HC 07 Detva ,MsHK DOXXbet Žilina,2,1,," Nedeľa 14.10.2018, 17:30"," 12. kolo, Číslo zápasu 71", ZŠ Detva, 511 divákov,10/14/2018 17:30,511,DT,ZI
HKM Zvolen,HC Košice,4,1,," Nedeľa 14.10.2018, 16:00"," 12. kolo, Číslo zápasu 72", ZŠ Zvolen, 2279 divákov,10/14/2018 16:00,2279,ZV,KE
HKM Zvolen,MHk 32 Liptovský Mikuláš,3,1,," Piatok 19.10.2018, 18:00"," 13. kolo, Číslo zápasu 73", ZŠ Zvolen, 1485 divákov,10/19/2018 18:00,1485,ZV,LM
HC Košice,HC 07 Detva ,7,1,," Piatok 19.10.2018, 17:30"," 13. kolo, Číslo zápasu 74", STEEL Arena Košice, 3137 divákov,10/19/2018 17:30,3137,KE,DT
MsHK DOXXbet Žilina,DVTK Jegesmedvék Miskolc,4,1,," Štvrtok 18.10.2018, 17:00"," 13. kolo, Číslo zápasu 75", ZŠ Žilina, 414 divákov,10/18/2018 17:00,414,ZI,MI
HK Nitra,MHC MIKRON Nové Zámky ,5,3,," Piatok 19.10.2018, 18:00"," 13. kolo, Číslo zápasu 76", Nitra Aréna, 2929 divákov,10/19/2018 18:00,2929,NR,NZ
MAC Újbuda ,HK Poprad,3,2,," Utorok 16.10.2018, 19:00"," 13. kolo, Číslo zápasu 77"," Ice rink MAC Budapest, HUN", 450 divákov,10/16/2018 19:00,450,BU,PP
HK DUKLA Trenčín,HC ‘05 iClinic Banská Bystrica,2,0,," Piatok 19.10.2018, 18:00"," 13. kolo, Číslo zápasu 78"," ZŠ Pavla Demitru, Trenčín", 3962 divákov,10/19/2018 18:00,3962,TN,BB
MHk 32 Liptovský Mikuláš,HK DUKLA Trenčín,1,3,," Nedeľa 21.10.2018, 15:00"," 14. kolo, Číslo zápasu 79", ZŠ Spišská Nová Ves, 365 divákov,10/21/2018 15:00,365,LM,TN
HC ‘05 iClinic Banská Bystrica,MAC Újbuda ,2,0,," Utorok 25.09.2018, 17:30"," 14. kolo, Číslo zápasu 80", ZŠ Banská Bystrica, 2289 divákov,9/25/2018 17:30,2289,BB,BU
HK Poprad,HK Nitra,3,2,," Nedeľa 21.10.2018, 16:00"," 14. kolo, Číslo zápasu 81", ZŠ Poprad, 1023 divákov,10/21/2018 16:00,1023,PP,NR
MHC MIKRON Nové Zámky ,MsHK DOXXbet Žilina,4,2,," Nedeľa 21.10.2018, 16:00"," 14. kolo, Číslo zápasu 82", ZŠ Nové Zámky, 1123 divákov,10/21/2018 16:00,1123,NZ,ZI
HC Košice,DVTK Jegesmedvék Miskolc,4,2,," Nedeľa 21.10.2018, 17:00"," 14. kolo, Číslo zápasu 83", STEEL Arena Košice, 3946 divákov,10/21/2018 17:00,3946,KE,MI
HC 07 Detva ,HKM Zvolen,2,5,," Nedeľa 21.10.2018, 17:30"," 14. kolo, Číslo zápasu 84", ZŠ Detva, 1058 divákov,10/21/2018 17:30,1058,DT,ZV
HC 07 Detva ,MHk 32 Liptovský Mikuláš,2,3,," Utorok 23.10.2018, 18:00"," 15. kolo, Číslo zápasu 85", ZŠ Detva, 330 divákov,10/23/2018 18:00,330,DT,LM
HKM Zvolen,DVTK Jegesmedvék Miskolc,2,1,pp," Utorok 23.10.2018, 18:00"," 15. kolo, Číslo zápasu 86", ZŠ Zvolen, 1615 divákov,10/23/2018 18:00,1615,ZV,MI
HC Košice,MHC MIKRON Nové Zámky ,4,0,," Utorok 16.10.2018, 17:30"," 15. kolo, Číslo zápasu 87", STEEL Arena Košice, 3020 divákov,10/16/2018 17:30,3020,KE,NZ
MsHK DOXXbet Žilina,HK Poprad,3,7,," Utorok 23.10.2018, 17:30"," 15. kolo, Číslo zápasu 88", ZŠ Žilina, 512 divákov,10/23/2018 17:30,512,ZI,PP
HK Nitra,HC ‘05 iClinic Banská Bystrica,2,3,," Utorok 23.10.2018, 18:00"," 15. kolo, Číslo zápasu 89", Nitra Aréna, 2385 divákov,10/23/2018 18:00,2385,NR,BB
MAC Újbuda ,HK DUKLA Trenčín,5,2,," Streda 24.10.2018, 19:00"," 15. kolo, Číslo zápasu 90"," Ice rink MAC Budapest, HUN", 90 divákov,10/24/2018 19:00,90,BU,TN
MHk 32 Liptovský Mikuláš,MAC Újbuda ,4,1,," Piatok 26.10.2018, 17:00"," 16. kolo, Číslo zápasu 91", ZŠ Spišská Nová Ves, 328 divákov,10/26/2018 17:00,328,LM,BU
HK DUKLA Trenčín,HK Nitra,2,1,," Piatok 26.10.2018, 18:00"," 16. kolo, Číslo zápasu 92"," ZŠ Pavla Demitru, Trenčín", 4126 divákov,10/26/2018 18:00,4126,TN,NR
HC ‘05 iClinic Banská Bystrica,MsHK DOXXbet Žilina,2,1,," Piatok 26.10.2018, 17:30"," 16. kolo, Číslo zápasu 93", ZŠ Banská Bystrica, 2344 divákov,10/26/2018 17:30,2344,BB,ZI
HK Poprad,HC Košice,2,5,," Piatok 26.10.2018, 17:00"," 16. kolo, Číslo zápasu 94", ZŠ Poprad, 1906 divákov,10/26/2018 17:00,1906,PP,KE
MHC MIKRON Nové Zámky ,HKM Zvolen,2,4,," Piatok 26.10.2018, 18:30"," 16. kolo, Číslo zápasu 95", ZŠ Nové Zámky, 2165 divákov,10/26/2018 18:30,2165,NZ,ZV
DVTK Jegesmedvék Miskolc,HC 07 Detva ,5,4,pp," Piatok 26.10.2018, 18:30"," 16. kolo, Číslo zápasu 96"," Ice rink Miskolc, HUN", 985 divákov,10/26/2018 18:30,985,MI,DT
DVTK Jegesmedvék Miskolc,MHk 32 Liptovský Mikuláš,2,4,," Nedeľa 28.10.2018, 17:30"," 17. kolo, Číslo zápasu 97"," Ice rink Miskolc, HUN", 1125 divákov,10/28/2018 17:30,1125,MI,LM
HC 07 Detva ,MHC MIKRON Nové Zámky ,1,3,," Nedeľa 28.10.2018, 17:30"," 17. kolo, Číslo zápasu 98", ZŠ Detva, 603 divákov,10/28/2018 17:30,603,DT,NZ
HKM Zvolen,HK Poprad,3,4,," Nedeľa 28.10.2018, 17:00"," 17. kolo, Číslo zápasu 99", ZŠ Zvolen, 2086 divákov,10/28/2018 17:00,2086,ZV,PP
HC Košice,HC ‘05 iClinic Banská Bystrica,1,3,," Nedeľa 28.10.2018, 16:00"," 17. kolo, Číslo zápasu 100", STEEL Arena Košice, 4916 divákov,10/28/2018 16:00,4916,KE,BB
MsHK DOXXbet Žilina,HK DUKLA Trenčín,1,0,sn," Nedeľa 28.10.2018, 17:00"," 17. kolo, Číslo zápasu 101", ZŠ Žilina, 1329 divákov,10/28/2018 17:00,1329,ZI,TN
HK Nitra,MAC Újbuda ,6,2,," Piatok 30.11.2018, 18:00"," 17. kolo, Číslo zápasu 102", Nitra Aréna, 2047 divákov,11/30/2018 18:00,2047,NR,BU
MHk 32 Liptovský Mikuláš,HK Nitra,2,3,pp," Nedeľa 02.12.2018, 17:00"," 18. kolo, Číslo zápasu 103", ZŠ Spišská Nová Ves, 180 divákov,12/2/2018 17:00,180,LM,NR
MAC Újbuda ,MsHK DOXXbet Žilina,2,3,pp," Streda 31.10.2018, 19:00"," 18. kolo, Číslo zápasu 104"," Ice rink MAC Budapest, HUN", 490 divákov,10/31/2018 19:00,490,BU,ZI
HK DUKLA Trenčín,HC Košice,3,1,," Streda 31.10.2018, 18:00"," 18. kolo, Číslo zápasu 105"," ZŠ Pavla Demitru, Trenčín", 4593 divákov,10/31/2018 18:00,4593,TN,KE
HC ‘05 iClinic Banská Bystrica,HKM Zvolen,3,2,," Streda 31.10.2018, 17:30"," 18. kolo, Číslo zápasu 106", ZŠ Banská Bystrica, 2841 divákov,10/31/2018 17:30,2841,BB,ZV
HK Poprad,HC 07 Detva ,4,0,," Streda 31.10.2018, 17:00"," 18. kolo, Číslo zápasu 107", ZŠ Poprad, 1214 divákov,10/31/2018 17:00,1214,PP,DT
MHC MIKRON Nové Zámky ,DVTK Jegesmedvék Miskolc,0,3,," Streda 31.10.2018, 18:30"," 18. kolo, Číslo zápasu 108", ZŠ Nové Zámky, 1123 divákov,10/31/2018 18:30,1123,NZ,MI
MHC MIKRON Nové Zámky ,MHk 32 Liptovský Mikuláš,3,1,," Piatok 02.11.2018, 18:30"," 19. kolo, Číslo zápasu 109", ZŠ Nové Zámky, 1925 divákov,11/2/2018 18:30,1925,NZ,LM
DVTK Jegesmedvék Miskolc,HK Poprad,3,2,pp," Piatok 02.11.2018, 17:30"," 19. kolo, Číslo zápasu 110"," Ice rink Miskolc, HUN", 1705 divákov,11/2/2018 17:30,1705,MI,PP
HC 07 Detva ,HC ‘05 iClinic Banská Bystrica,2,1,," Piatok 02.11.2018, 18:00"," 19. kolo, Číslo zápasu 111", ZŠ Detva, 799 divákov,11/2/2018 18:00,799,DT,BB
HKM Zvolen,HK DUKLA Trenčín,4,2,," Piatok 02.11.2018, 18:00"," 19. kolo, Číslo zápasu 112", ZŠ Zvolen, 2807 divákov,11/2/2018 18:00,2807,ZV,TN
HC Košice,MAC Újbuda ,4,8,," Piatok 02.11.2018, 17:30"," 19. kolo, Číslo zápasu 113", STEEL Arena Košice, 3843 divákov,11/2/2018 17:30,3843,KE,BU
MsHK DOXXbet Žilina,HK Nitra,2,4,," Piatok 02.11.2018, 17:30"," 19. kolo, Číslo zápasu 114", ZŠ Žilina, 826 divákov,11/2/2018 17:30,826,ZI,NR
MHk 32 Liptovský Mikuláš,MsHK DOXXbet Žilina,6,2,," Nedeľa 04.11.2018, 15:00"," 20. kolo, Číslo zápasu 115", ZŠ Spišská Nová Ves, 294 divákov,11/4/2018 15:00,294,LM,ZI
HC Košice,HK Nitra,6,1,," Nedeľa 04.11.2018, 17:00"," 20. kolo, Číslo zápasu 116", STEEL Arena Košice, 3696 divákov,11/4/2018 17:00,3696,KE,NR
MAC Újbuda ,HKM Zvolen,2,3,pp," Nedeľa 04.11.2018, 18:00"," 20. kolo, Číslo zápasu 117"," Ice rink MAC Budapest, HUN", 520 divákov,11/4/2018 18:00,520,BU,ZV
HK DUKLA Trenčín,HC 07 Detva ,2,4,," Nedeľa 04.11.2018, 17:00"," 20. kolo, Číslo zápasu 118"," ZŠ Pavla Demitru, Trenčín", 2673 divákov,11/4/2018 17:00,2673,TN,DT
HC ‘05 iClinic Banská Bystrica,DVTK Jegesmedvék Miskolc,3,1,," Nedeľa 04.11.2018, 17:00"," 20. kolo, Číslo zápasu 119", ZŠ Banská Bystrica, 2421 divákov,11/4/2018 17:00,2421,BB,MI
HK Poprad,MHC MIKRON Nové Zámky ,2,1,," Nedeľa 04.11.2018, 16:00"," 20. kolo, Číslo zápasu 120", ZŠ Poprad, 983 divákov,11/4/2018 16:00,983,PP,NZ
HK Poprad,MHk 32 Liptovský Mikuláš,4,2,," Streda 14.11.2018, 17:00"," 21. kolo, Číslo zápasu 121", ZŠ Poprad, 1044 divákov,11/14/2018 17:00,1044,PP,LM
MHC MIKRON Nové Zámky ,HC ‘05 iClinic Banská Bystrica,3,2,pp," Streda 14.11.2018, 18:30"," 21. kolo, Číslo zápasu 122", ZŠ Nové Zámky, 1912 divákov,11/14/2018 18:30,1912,NZ,BB
DVTK Jegesmedvék Miskolc,HK DUKLA Trenčín,3,2,," Streda 14.11.2018, 18:00"," 21. kolo, Číslo zápasu 123"," Ice rink Miskolc, HUN", 1240 divákov,11/14/2018 18:00,1240,MI,TN
HC 07 Detva ,MAC Újbuda ,4,5,," Streda 14.11.2018, 18:00"," 21. kolo, Číslo zápasu 124", ZŠ Detva, 543 divákov,11/14/2018 18:00,543,DT,BU
HKM Zvolen,HK Nitra,6,4,," Streda 14.11.2018, 18:00"," 21. kolo, Číslo zápasu 125", ZŠ Zvolen, 2196 divákov,11/14/2018 18:00,2196,ZV,NR
HC Košice,MsHK DOXXbet Žilina,3,1,," Utorok 13.11.2018, 17:30"," 21. kolo, Číslo zápasu 126", STEEL Arena Košice, 3039 divákov,11/13/2018 17:30,3039,KE,ZI
MHk 32 Liptovský Mikuláš,HC Košice,1,7,," Piatok 16.11.2018, 17:00"," 22. kolo, Číslo zápasu 127", ZŠ Spišská Nová Ves, 750 divákov,11/16/2018 17:00,750,LM,KE
MsHK DOXXbet Žilina,HKM Zvolen,1,5,," Piatok 16.11.2018, 17:30"," 22. kolo, Číslo zápasu 128", ZŠ Žilina, 519 divákov,11/16/2018 17:30,519,ZI,ZV
HK Nitra,HC 07 Detva ,3,2,pp," Piatok 16.11.2018, 18:00"," 22. kolo, Číslo zápasu 129", Nitra Aréna, 1920 divákov,11/16/2018 18:00,1920,NR,DT
